timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1562154247710,17246,GET LogIn Page,200,OK,TCJ_1_LogIn-ThreadStarter 1-5,text,true,,5018,514,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,16875,0,30
1562154247717,17258,GET LogIn Page,200,OK,TCJ_4_AddUser-ThreadStarter 4-5,text,true,,5148,228,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,16155,0,34
1562154247779,17310,GET LogIn Page,200,OK,TCJ_3_AddComment-ThreadStarter 3-6,text,true,,5190,228,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,16258,0,24
1562154247783,17363,GET LogIn Page,200,OK,TCJ_2_AddPost-ThreadStarter 2-6,text,true,,5018,778,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,16997,0,27
1562154248071,17581,GET LogIn Page,200,OK,TCJ_4_AddUser-ThreadStarter 4-6,text,true,,5189,228,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,16575,0,26
1562154248525,18110,GET LogIn Page,200,OK,TCJ_2_AddPost-ThreadStarter 2-5,text,true,,5018,778,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,17704,0,23
1562154253349,18415,GET LogIn Page,200,OK,TCJ_1_LogIn-ThreadStarter 1-2,text,true,,5018,777,8,32,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,18210,0,22
1562154264891,22415,GET LogIn Page,200,OK,TCJ_4_AddUser-ThreadStarter 4-8,text,true,,5145,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,20949,0,23
1562154264936,22440,GET LogIn Page,200,OK,TCJ_1_LogIn-ThreadStarter 1-8,text,true,,5018,514,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,21894,0,23
1562154264956,22477,GET LogIn Page,200,OK,TCJ_4_AddUser-ThreadStarter 4-7,text,true,,5211,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,21067,0,27
1562154264992,22501,GET LogIn Page,200,OK,TCJ_3_AddComment-ThreadStarter 3-7,text,true,,5135,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,20944,0,24
1562154265006,22508,GET LogIn Page,200,OK,TCJ_3_AddComment-ThreadStarter 3-8,text,true,,5163,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,20977,0,23
1562154265070,22565,GET LogIn Page,200,OK,TCJ_1_LogIn-ThreadStarter 1-7,text,true,,5018,514,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,21979,0,23
1562154265130,22675,GET LogIn Page,200,OK,TCJ_2_AddPost-ThreadStarter 2-8,text,true,,5018,778,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,22061,0,37
1562154265330,22879,GET LogIn Page,200,OK,TCJ_2_AddPost-ThreadStarter 2-7,text,true,,5018,778,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,22378,0,35
1562154270304,28046,PostTitle,200,OK,TCJ_3_AddComment-ThreadStarter 3-1,text,true,,586,1564,10,40,http://499.wordpress.imunify.local/wp-admin/admin-ajax.php,26910,0,24
1562154271627,28788,PostTitle,200,OK,TCJ_2_AddPost-ThreadStarter 2-2,text,true,,691,1664,10,40,http://499.wordpress.imunify.local/wp-admin/admin-ajax.php,27635,0,29
1562154273074,44730,LOG IN,200,OK,TCJ_2_AddPost-ThreadStarter 2-3,text,true,,38057,1999,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,15216,0,29
1562154243560,15216,LOG IN-0,302,Moved Temporarily,TCJ_2_AddPost-ThreadStarter 2-3,text,true,,1142,891,10,40,http://499.wordpress.imunify.local/wp-login.php,15216,0,29
1562154273074,29514,LOG IN-1,200,OK,TCJ_2_AddPost-ThreadStarter 2-3,text,true,,36915,1108,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,28817,0,31
1562154273075,54652,Log In TRANSACTION,200,"Number of samples in transaction : 2, number of failing samples : 0",TCJ_2_AddPost-ThreadStarter 2-3,,true,,43075,2777,10,40,null,25138,11,62
1562154273955,45387,LOG IN,200,OK,TCJ_3_AddComment-ThreadStarter 3-4,text,true,,38725,963,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,15355,0,23
1562154243923,15355,LOG IN-0,302,Moved Temporarily,TCJ_3_AddComment-ThreadStarter 3-4,text,true,,1142,405,10,40,http://499.wordpress.imunify.local/wp-login.php,15355,0,23
1562154273955,30031,LOG IN-1,200,OK,TCJ_3_AddComment-ThreadStarter 3-4,text,true,,37583,558,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,27202,0,23
1562154273956,55501,Log In TRANSACTION,200,"Number of samples in transaction : 2, number of failing samples : 0",TCJ_3_AddComment-ThreadStarter 3-4,,true,,43861,1191,10,40,null,24984,4,46
1562154280585,26090,GET LogIn Page,200,OK,TCJ_4_AddUser-ThreadStarter 4-10,text,true,,5181,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,24831,0,38
1562154280760,26282,GET LogIn Page,200,OK,TCJ_2_AddPost-ThreadStarter 2-10,text,true,,5018,778,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,25934,0,44
1562154280845,26378,GET LogIn Page,200,OK,TCJ_2_AddPost-ThreadStarter 2-9,text,true,,5018,778,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,25882,0,55
1562154280959,26455,GET LogIn Page,200,OK,TCJ_3_AddComment-ThreadStarter 3-10,text,true,,5121,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,25136,0,30
1562154281019,26532,GET LogIn Page,200,OK,TCJ_4_AddUser-ThreadStarter 4-9,text,true,,5190,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,25258,0,45
1562154281043,26535,GET LogIn Page,200,OK,TCJ_1_LogIn-ThreadStarter 1-9,text,true,,5018,514,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,26075,0,27
1562154281078,26571,GET LogIn Page,200,OK,TCJ_1_LogIn-ThreadStarter 1-10,text,true,,5018,514,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,26123,0,28
1562154281212,26708,GET LogIn Page,200,OK,TCJ_3_AddComment-ThreadStarter 3-9,text,true,,5116,228,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,25402,0,31
1562154283149,48692,GetNewPostPage,200,OK,TCJ_2_AddPost-ThreadStarter 2-1,text,true,,5503,1857,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fpost-new.php&reauth=1,22387,0,23
1562154256844,22387,GetNewPostPage-0,302,Moved Temporarily,TCJ_2_AddPost-ThreadStarter 2-1,text,true,,482,977,10,40,http://499.wordpress.imunify.local/wp-admin/post-new.php,22387,0,23
1562154283149,26304,GetNewPostPage-1,200,OK,TCJ_2_AddPost-ThreadStarter 2-1,text,true,,5021,880,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fpost-new.php&reauth=1,25891,0,26
1562154283166,48420,GetNewPostPage,200,OK,TCJ_3_AddComment-ThreadStarter 3-2,text,true,,5503,1071,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fpost-new.php&reauth=1,21830,0,23
1562154256576,21830,GetNewPostPage-0,302,Moved Temporarily,TCJ_3_AddComment-ThreadStarter 3-2,text,true,,482,496,10,40,http://499.wordpress.imunify.local/wp-admin/post-new.php,21830,0,23
1562154283166,26590,GetNewPostPage-1,200,OK,TCJ_3_AddComment-ThreadStarter 3-2,text,true,,5021,575,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fpost-new.php&reauth=1,26239,0,24
1562154283215,48770,GET user-new PAGE,200,OK,TCJ_4_AddUser-ThreadStarter 4-2,text,true,,5503,2125,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fuser-new.php&reauth=1,22093,0,22
1562154256538,22093,GET user-new PAGE-0,302,Moved Temporarily,TCJ_4_AddUser-ThreadStarter 4-2,text,true,,482,1111,10,40,http://499.wordpress.imunify.local/wp-admin/user-new.php,22093,0,22
1562154283215,26677,GET user-new PAGE-1,200,OK,TCJ_4_AddUser-ThreadStarter 4-2,text,true,,5021,1014,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fuser-new.php&reauth=1,26229,0,23
1562154289911,53480,LOG IN,200,OK,TCJ_1_LogIn-ThreadStarter 1-1,text,true,,37844,1887,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,20090,0,23
1562154256521,20090,LOG IN-0,302,Moved Temporarily,TCJ_1_LogIn-ThreadStarter 1-1,text,true,,1142,907,10,40,http://499.wordpress.imunify.local/wp-login.php,20090,0,23
1562154289911,33388,LOG IN-1,200,OK,TCJ_1_LogIn-ThreadStarter 1-1,text,true,,36702,980,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,32702,0,23
1562154296748,68393,LOG IN,200,OK,TCJ_2_AddPost-ThreadStarter 2-4,text,true,,6639,3010,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,15224,0,27
1562154243579,15224,LOG IN-0,302,Moved Temporarily,TCJ_2_AddPost-ThreadStarter 2-4,text,true,,1142,891,10,40,http://499.wordpress.imunify.local/wp-login.php,15224,0,27
1562154270146,26567,LOG IN-1,302,Moved Temporarily,TCJ_2_AddPost-ThreadStarter 2-4,text,true,,479,1108,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,26567,0,23
1562154296749,26602,LOG IN-2,200,OK,TCJ_2_AddPost-ThreadStarter 2-4,text,true,,5018,1011,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,26192,0,23
1562154296752,78325,Log In TRANSACTION,200,"Number of samples in transaction : 2, number of failing samples : 0",TCJ_2_AddPost-ThreadStarter 2-4,,true,,11657,3788,10,40,null,25156,10,55
1562154296865,68584,LOG IN,200,OK,TCJ_1_LogIn-ThreadStarter 1-3,text,false,Test failed: text expected to contain /Welcome/,6639,2380,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,15020,0,24
1562154243301,15020,LOG IN-0,302,Moved Temporarily,TCJ_1_LogIn-ThreadStarter 1-3,text,true,,1142,712,10,40,http://499.wordpress.imunify.local/wp-login.php,15020,0,24
1562154270076,26774,LOG IN-1,302,Moved Temporarily,TCJ_1_LogIn-ThreadStarter 1-3,text,true,,479,891,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,26774,0,25
1562154296866,26788,LOG IN-2,200,OK,TCJ_1_LogIn-ThreadStarter 1-3,text,true,,5018,777,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,26370,0,28
1562154296897,68567,LOG IN,200,OK,TCJ_1_LogIn-ThreadStarter 1-4,text,false,Test failed: text expected to contain /Welcome/,6639,2380,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,15285,0,24
1562154243615,15285,LOG IN-0,302,Moved Temporarily,TCJ_1_LogIn-ThreadStarter 1-4,text,true,,1142,712,10,40,http://499.wordpress.imunify.local/wp-login.php,15285,0,24
1562154270219,26603,LOG IN-1,302,Moved Temporarily,TCJ_1_LogIn-ThreadStarter 1-4,text,true,,479,891,10,40,http://499.wordpress.imunify.local/wp-admin/about.php,26603,0,23
1562154296898,26678,LOG IN-2,200,OK,TCJ_1_LogIn-ThreadStarter 1-4,text,true,,5018,777,10,40,http://499.wordpress.imunify.local/wp-login.php?redirect_to=http%3A%2F%2F499.wordpress.imunify.local%2Fwp-admin%2Fabout.php&reauth=1,26354,0,27
